value,timestamp
56.38,1474711863048
56.369,1474711883054
56.279,1474711884054
56.38,1474711885056
56.322,1474711888056
56.279,1474711889058
56.35,1474711894057
56.324,1474711895057
56.279,1474711896062
56.282,1474711898062
56.38,1474711899062
56.369,1474711905069
56.279,1474711906070
56.36,1474711908061
56.38,1474711909063
56.289,1474711922081
56.279,1474711923078
56.341,1474711924080
56.38,1474711925080
56.369,1474711927084
56.279,1474711928074
56.379,1474711929077
56.38,1474711930079
56.372,1474711935083
56.279,1474711936085
56.37,1474711937085
56.38,1474711938086
56.322,1474711939090
56.319,1474711940094
56.38,1474711941082
56.376,1474711942086
56.279,1474711943087
56.343,1474711946092
56.33,1474711947091
56.279,1474711948093
56.286,1474711986115
56.409,1474711987117
56.38,1474711988120
56.33,1474711991116
56.306,1474711992114
56.359,1474711993125
56.279,1474711994127
56.296,1474712035132
56.311,1474712036135
56.308,1474712037136
56.282,1474712038140
56.312,1474712039142
56.311,1474712040133
56.288,1474712041144
56.279,1474712042145
56.285,1474712045146
56.309,1474712046147
56.312,1474712047139
56.308,1474712048140
56.289,1474712049143
56.295,1474712050146
56.312,1474712051148
56.311,1474712052147
56.309,1474712053147
56.312,1474712054147
56.311,1474712055147
56.308,1474712056150
56.311,1474712058152
56.308,1474712061145
56.309,1474712062147
56.288,1474712063147
56.299,1474712064149
56.311,1474712065156
56.315,1474712066154
56.311,1474712067146
56.309,1474712068147
56.308,1474712071157
56.311,1474712072160
56.302,1474712073150
56.285,1474712074151
56.308,1474712075153
56.311,1474712076155
56.312,1474712077156
56.309,1474712078155
56.292,1474712079157
56.291,1474712080156
56.309,1474712081161
56.311,1474712083160
56.309,1474712084151
56.308,1474712085153
56.309,1474712086157
56.308,1474712088163
56.309,1474712089159
56.312,1474712090160
56.309,1474712091160
56.308,1474712092163
56.309,1474712094166
56.311,1474712098163
56.308,1474712099166
56.309,1474712100167
56.311,1474712101166
56.309,1474712102165
56.311,1474712103167
56.309,1474712104164
56.314,1474712106170
56.311,1474712107171
56.309,1474712108175
56.308,1474712110179
56.314,1474712111179
56.309,1474712113168
56.311,1474712114169
56.309,1474712116170
56.308,1474712117173
56.311,1474712119178
56.308,1474712120179
56.311,1474712121182
56.309,1474712122184
56.314,1474712123173
56.311,1474712124187
56.309,1474712126174
56.311,1474712127176
56.312,1474712128175
56.309,1474712129175
56.312,1474712133183
56.311,1474712134186
56.309,1474712138174
56.308,1474712144181
56.311,1474712145185
56.309,1474712146187
56.311,1474712147177
56.309,1474712148189
56.308,1474712149190
56.309,1474712150191
56.311,1474712151193
56.312,1474712152193
56.311,1474712153194
56.308,1474712154183
56.311,1474712156187
56.314,1474712157191
56.311,1474712158193
56.309,1474712159194
56.315,1474712162194
56.35,1474712163194
56.347,1474712164196
56.317,1474712165197
56.341,1474712166199
56.324,1474712167189
56.309,1474712168190
56.311,1474712169194
56.312,1474712170197
56.308,1474712171200
56.311,1474712172199
56.335,1474712173200
56.351,1474712174212
56.338,1474712175203
56.317,1474712176203
56.343,1474712177203
56.35,1474712178197
56.311,1474712179197
56.314,1474712181204
56.315,1474712182206
56.311,1474712183210
56.309,1474712185203
56.345,1474712186208
56.319,1474712187208
56.309,1474712188213
56.331,1474712189211
56.33,1474712190214
56.311,1474712191205
56.309,1474712192207
56.311,1474712193211
56.347,1474712194211
56.351,1474712195213
56.345,1474712198215
56.351,1474712199218
56.347,1474712200215
56.34,1474712201217
56.343,1474712202212
56.347,1474712203209
56.35,1474712204213
56.345,1474712205215
56.348,1474712206217
56.351,1474712207223
56.314,1474712224237
56.312,1474712225243
56.311,1474712227230
56.322,1474712228233
56.35,1474712229237
56.351,1474712230225
56.347,1474712237228
56.351,1474712238230
56.347,1474712241240
56.351,1474712242243
56.347,1474712243233
56.351,1474712244231
56.35,1474712247235
56.345,1474712250239
56.351,1474712251243
56.347,1474712254236
56.341,1474712255235
56.35,1474712256237
56.351,1474712257238
56.348,1474712259238
56.351,1474712260240
56.35,1474712261239
56.351,1474712262242
56.343,1474712266241
56.351,1474712267246
56.341,1474712274253
56.348,1474712275279
56.351,1474712276283
56.348,1474712283288
56.343,1474712284289
56.351,1474712285277
56.341,1474712287282
56.35,1474712288286
56.351,1474712289283
56.344,1474712291294
56.343,1474712292286
56.345,1474712293292
56.341,1474712294293
56.347,1474712295295
56.351,1474712296309
56.345,1474712298335
56.351,1474712299313
56.306,1474712301360
56.279,1474712302357
56.35,1474712303346
56.351,1474712304363
56.344,1474712309348
56.345,1474712310350
56.351,1474712311354
56.35,1474712314360
56.345,1474712315355
56.351,1474712316351
56.345,1474712317358
56.351,1474712319358
56.35,1474712322361
56.351,1474712323362
56.345,1474712329358
56.351,1474712330362
56.347,1474712331364
56.351,1474712332363
56.345,1474712337358
56.351,1474712338360
56.344,1474712341363
56.347,1474712342366
56.351,1474712343370
56.35,1474712344366
56.301,1474712345367
56.28,1474712346371
56.35,1474712347361
56.351,1474712348365
56.331,1474712361367
56.251,1474712362370
56.25,1474712364369
56.251,1474712365366
56.254,1474712366375
56.253,1474712367376
56.283,1474712368373
56.351,1474712369375
56.27,1474712372371
56.33,1474712373370
56.361,1474712374372
56.306,1474712375375
56.269,1474712376378
56.345,1474712377374
56.256,1474712378376
56.366,1474712379376
56.38,1474712380380
56.361,1474712381380
56.363,1474712382383
56.374,1474712383371
56.345,1474712384374
56.347,1474712385376
56.348,1474712386376
56.374,1474712387379
56.38,1474712388378
56.364,1474712389379
56.359,1474712390379
56.38,1474712391381
56.361,1474712395376
56.361,1474712396380
56.366,1474712397380
56.348,1474712398386
56.38,1474712399387
56.361,1474712403388
56.351,1474712404390
56.357,1474712405390
56.38,1474712406391
56.351,1474712408385
56.374,1474712409387
56.38,1474712410388
56.364,1474712411393
56.356,1474712412390
56.38,1474712413391
56.373,1474712427399
56.347,1474712428400
56.345,1474712429402
56.347,1474712430403
56.374,1474712431393
56.38,1474712432395
56.361,1474712433399
56.36,1474712434399
56.38,1474712435400
56.348,1474712445410
56.351,1474712446401
56.364,1474712447413
56.38,1474712448402
56.363,1474712461411
56.363,1474712462410
56.38,1474712463411
56.377,1474712464412
56.38,1474712465417
56.348,1474712466421
56.377,1474712467408
56.38,1474712468412
56.434,1474712778610
56.432,1474712779596
56.38,1474712780601
56.279,1474712864689
56.361,1474712865692
56.38,1474712866694
56.406,1474712894714
56.386,1474712895713
56.38,1474712896719
56.376,1474712929737
56.38,1474712930740
56.379,1474712981762
56.38,1474712982761
56.379,1474713013783
56.38,1474713014787
56.386,1474713069832
56.502,1474713070835
56.467,1474713071835
56.494,1474713072836
56.505,1474713073836
56.503,1474713074839
56.509,1474713076841
56.499,1474713077833
56.503,1474713078837
56.5,1474713079837
56.499,1474713080839
56.502,1474713081840
56.541,1474713082839
56.597,1474713083841
56.568,1474713097873
56.5,1474713098889
56.505,1474713099877
56.468,1474713100879
56.467,1474713101881
56.493,1474713102883
56.502,1474713103887
56.499,1474713104888
56.503,1474713105891
56.505,1474713107889
56.502,1474713108892
56.503,1474713109891
56.505,1474713110892
56.503,1474713111895
56.476,1474713112882
56.38,1474713113896
56.374,1474713135911
56.279,1474713136901
56.38,1474713137906
56.383,1474713142915
56.409,1474713143903
56.28,1474713144905
56.279,1474713145903
56.37,1474713204934
56.308,1474713205936
56.279,1474713206938
56.306,1474713208928
56.406,1474713209930
56.38,1474713210933
56.4,1474713212937
56.389,1474713213938
56.38,1474713214937
56.395,1474713243965
56.4,1474713244966
56.38,1474713245971
56.33,1474713259003
56.279,1474713260029
56.304,1474713261019
56.409,1474713262032
56.383,1474713264030
56.38,1474713265028
56.398,1474713266026
56.386,1474713268024
56.403,1474713269024
56.38,1474713270035
56.35,1474713275033
56.299,1474713276036
56.38,1474713277038
56.279,1474713278038
56.36,1474713279038
56.302,1474713280042
56.34,1474713281046
56.38,1474713282048
56.403,1474713301050
56.386,1474713302054
56.38,1474713303053
56.389,1474713305058
56.409,1474713306057
56.292,1474713308066
56.379,1474713309054
56.409,1474713310065
56.403,1474713313056
56.38,1474713314057
56.409,1474713315057
56.4,1474713319056
56.386,1474713320059
56.409,1474713321061
56.38,1474713322063
56.302,1474713324073
56.34,1474713325064
56.38,1474713326078
56.289,1474713330075
56.357,1474713331072
56.38,1474713332075
56.409,1474713337079
56.385,1474713338077
56.38,1474713339075
56.389,1474713341073
56.403,1474713342085
56.38,1474713343084
56.409,1474713344077
56.386,1474713345075
56.38,1474713346076
56.409,1474713366110
56.385,1474713368115
56.398,1474713369106
56.389,1474713371107
56.406,1474713372116
56.38,1474713373107
56.406,1474713374109
56.386,1474713375112
56.398,1474713376113
56.447,1474713377116
56.5,1474713378119
56.502,1474713379122
56.51,1474713381114
56.505,1474713382124
56.509,1474713383127
56.5,1474713384125
56.505,1474713385130
56.506,1474713386134
56.494,1474713387129
56.409,1474713388120
56.487,1474713389124
56.51,1474713390140
56.419,1474713391129
56.442,1474713392131
56.503,1474713393133
56.502,1474713394134
56.503,1474713395131
56.409,1474713396134
56.389,1474713398138
56.38,1474713399134
56.392,1474713400137
56.4,1474713401141
56.38,1474713402140
56.406,1474713412139
56.409,1474713413147
56.395,1474713414141
